"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-0.jayan-qv41917.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","jayan"
"Cmdline:","dstat --time --cpu --mem --load --output 2_nodes.csv 2 3000",,,,"Date:","15 Oct 2018 02:16:41 CDT"

"system","total cpu usage",,,,,,"memory usage",,,,"load avg",,
15-10 03:44:08,0.0,0.0,100.0,0.0,0.0,0.0,3458895872.0,31903744.0,2220322816.0,1.95559190528e+11,0.0,0.0,0.220
15-10 03:44:10,0.0,0.013,99.987,0.0,0.0,0.0,3458887680.0,31903744.0,2220331008.0,1.95559190528e+11,0.0,0.0,0.220
15-10 03:44:12,0.0,0.013,99.987,0.0,0.0,0.0,3458887680.0,31903744.0,2220331008.0,1.95559190528e+11,0.0,0.0,0.220
15-10 03:44:14,0.0,0.013,99.987,0.0,0.0,0.0,3458887680.0,31911936.0,2220322816.0,1.95559190528e+11,0.0,0.0,0.220
15-10 03:44:16,0.0,0.025,99.975,0.0,0.0,0.0,3458879488.0,31911936.0,2220331008.0,1.95559190528e+11,0.0,0.0,0.220
15-10 03:44:18,0.0,0.013,99.987,0.0,0.0,0.0,3458879488.0,31911936.0,2220331008.0,1.95559190528e+11,0.0,0.0,0.220
15-10 03:44:20,0.0,0.0,100.0,0.0,0.0,0.0,3458879488.0,31920128.0,2220322816.0,1.95559190528e+11,0.0,0.0,0.220
15-10 03:44:22,0.0,0.012,99.988,0.0,0.0,0.0,3458871296.0,31920128.0,2220331008.0,1.95559190528e+11,0.0,0.0,0.210
15-10 03:44:24,0.0,0.013,99.987,0.0,0.0,0.0,3458871296.0,31920128.0,2220331008.0,1.95559190528e+11,0.0,0.0,0.210
15-10 03:44:26,0.0,0.025,99.975,0.0,0.0,0.0,3458871296.0,31928320.0,2220322816.0,1.95559190528e+11,0.0,0.0,0.210
15-10 03:44:28,0.0,0.012,99.988,0.0,0.0,0.0,3458863104.0,31928320.0,2220331008.0,1.95559190528e+11,0.0,0.0,0.210
15-10 03:44:30,0.0,0.013,99.987,0.0,0.0,0.0,3458863104.0,31928320.0,2220331008.0,1.95559190528e+11,0.0,0.0,0.210
15-10 03:44:32,0.0,0.013,99.987,0.0,0.0,0.0,3458863104.0,31936512.0,2220322816.0,1.95559190528e+11,0.0,0.0,0.210
15-10 03:44:34,0.0,0.013,99.987,0.0,0.0,0.0,3458854912.0,31936512.0,2220331008.0,1.95559190528e+11,0.0,0.0,0.210
15-10 03:44:36,0.0,0.038,99.962,0.0,0.0,0.0,3458854912.0,31936512.0,2220331008.0,1.95559190528e+11,0.0,0.0,0.210
15-10 03:44:38,0.0,0.013,99.987,0.0,0.0,0.0,3458854912.0,31944704.0,2220322816.0,1.95559190528e+11,0.0,0.0,0.210
15-10 03:44:40,0.0,0.013,99.987,0.0,0.0,0.0,3458846720.0,31944704.0,2220331008.0,1.95559190528e+11,0.0,0.0,0.210
15-10 03:44:42,0.0,0.012,99.988,0.0,0.0,0.0,3458846720.0,31944704.0,2220331008.0,1.95559190528e+11,0.0,0.0,0.210
15-10 03:44:44,0.0,0.013,99.987,0.0,0.0,0.0,3458846720.0,31952896.0,2220322816.0,1.95559190528e+11,0.0,0.0,0.210
15-10 03:44:46,0.012,0.025,99.963,0.0,0.0,0.0,3458981888.0,31952896.0,2220331008.0,1.95559047168e+11,0.0,0.0,0.210
15-10 03:44:48,0.0,0.013,99.987,0.0,0.0,0.0,3458854912.0,31952896.0,2220331008.0,1.95559174144e+11,0.0,0.0,0.210
15-10 03:44:50,0.0,0.013,99.987,0.0,0.0,0.0,3458854912.0,31961088.0,2220322816.0,1.95559174144e+11,0.0,0.0,0.210
15-10 03:44:52,0.0,0.013,99.987,0.0,0.0,0.0,3458846720.0,31961088.0,2220331008.0,1.95559174144e+11,0.0,0.0,0.210
15-10 03:44:54,0.0,0.0,100.0,0.0,0.0,0.0,3458846720.0,31961088.0,2220331008.0,1.95559174144e+11,0.0,0.0,0.210
15-10 03:44:56,0.0,0.037,99.963,0.0,0.0,0.0,3458846720.0,31969280.0,2220322816.0,1.95559174144e+11,0.0,0.0,0.210
15-10 03:44:58,0.0,0.013,99.987,0.0,0.0,0.0,3458711552.0,31969280.0,2220331008.0,1.9555930112e+11,0.0,0.0,0.200
15-10 03:45:00,0.0,0.013,99.987,0.0,0.0,0.0,3458711552.0,31969280.0,2220331008.0,1.9555930112e+11,0.0,0.0,0.200
15-10 03:45:02,0.0,0.013,99.987,0.0,0.0,0.0,3458711552.0,31977472.0,2220322816.0,1.9555930112e+11,0.0,0.0,0.200
15-10 03:45:04,0.0,0.013,99.987,0.0,0.0,0.0,3458703360.0,31977472.0,2220331008.0,1.9555930112e+11,0.0,0.0,0.200
15-10 03:45:06,0.0,0.037,99.963,0.0,0.0,0.0,3458703360.0,31977472.0,2220331008.0,1.9555930112e+11,0.0,0.0,0.200
15-10 03:45:08,0.0,0.050,99.950,0.0,0.0,0.0,3458703360.0,31985664.0,2220322816.0,1.9555930112e+11,0.0,0.0,0.200
15-10 03:45:10,0.0,0.013,99.987,0.0,0.0,0.0,3458695168.0,31985664.0,2220331008.0,1.9555930112e+11,0.0,0.0,0.200
15-10 03:45:12,0.0,0.013,99.987,0.0,0.0,0.0,3458695168.0,31985664.0,2220331008.0,1.9555930112e+11,0.0,0.0,0.200
15-10 03:45:14,0.0,0.0,100.0,0.0,0.0,0.0,3458691072.0,31993856.0,2220326912.0,1.9555930112e+11,0.0,0.0,0.200
15-10 03:45:16,0.0,0.025,99.975,0.0,0.0,0.0,3458682880.0,31993856.0,2220335104.0,1.9555930112e+11,0.0,0.0,0.200
15-10 03:45:18,0.0,0.013,99.987,0.0,0.0,0.0,3458682880.0,31993856.0,2220335104.0,1.9555930112e+11,0.0,0.0,0.200
15-10 03:45:20,0.0,0.013,99.987,0.0,0.0,0.0,3458682880.0,32002048.0,2220326912.0,1.9555930112e+11,0.0,0.0,0.200
15-10 03:45:22,0.0,0.0,100.0,0.0,0.0,0.0,3458674688.0,32002048.0,2220335104.0,1.9555930112e+11,0.0,0.0,0.200
15-10 03:45:24,0.0,0.025,99.975,0.0,0.0,0.0,3458674688.0,32002048.0,2220335104.0,1.9555930112e+11,0.0,0.0,0.200
15-10 03:45:26,0.0,0.013,99.987,0.0,0.0,0.0,3458674688.0,32010240.0,2220326912.0,1.9555930112e+11,0.0,0.0,0.200
15-10 03:45:28,0.0,0.013,99.987,0.0,0.0,0.0,3458666496.0,32010240.0,2220335104.0,1.9555930112e+11,0.0,0.0,0.200
15-10 03:45:30,0.0,0.025,99.975,0.0,0.0,0.0,3458666496.0,32010240.0,2220335104.0,1.9555930112e+11,0.0,0.0,0.200
15-10 03:45:32,0.0,0.0,100.0,0.0,0.0,0.0,3458666496.0,32018432.0,2220326912.0,1.9555930112e+11,0.0,0.0,0.190
15-10 03:45:34,0.0,0.013,99.987,0.0,0.0,0.0,3458658304.0,32018432.0,2220335104.0,1.9555930112e+11,0.0,0.0,0.190
15-10 03:45:36,0.0,0.025,99.975,0.0,0.0,0.0,3458658304.0,32018432.0,2220335104.0,1.9555930112e+11,0.0,0.0,0.190
15-10 03:45:38,0.0,0.025,99.975,0.0,0.0,0.0,3458658304.0,32026624.0,2220326912.0,1.9555930112e+11,0.0,0.0,0.190
15-10 03:45:40,0.0,0.013,99.987,0.0,0.0,0.0,3458777088.0,32026624.0,2220335104.0,1.95559174144e+11,0.0,0.0,0.190
15-10 03:45:42,0.0,0.013,99.987,0.0,0.0,0.0,3458777088.0,32026624.0,2220335104.0,1.95559174144e+11,0.0,0.0,0.190
15-10 03:45:44,0.0,0.013,99.987,0.0,0.0,0.0,3458777088.0,32034816.0,2220326912.0,1.95559174144e+11,0.0,0.0,0.190
15-10 03:45:46,0.0,0.013,99.987,0.0,0.0,0.0,3458768896.0,32034816.0,2220335104.0,1.95559174144e+11,0.0,0.0,0.190
15-10 03:45:48,0.0,0.013,99.987,0.0,0.0,0.0,3458768896.0,32034816.0,2220335104.0,1.95559174144e+11,0.0,0.0,0.190
15-10 03:45:50,0.0,0.013,99.987,0.0,0.0,0.0,3458768896.0,32043008.0,2220326912.0,1.95559174144e+11,0.0,0.0,0.190
15-10 03:45:52,0.0,0.013,99.987,0.0,0.0,0.0,3458760704.0,32043008.0,2220335104.0,1.95559174144e+11,0.0,0.0,0.190
15-10 03:45:54,0.0,0.0,100.0,0.0,0.0,0.0,3458760704.0,32043008.0,2220335104.0,1.95559174144e+11,0.0,0.0,0.190
15-10 03:45:56,0.0,0.025,99.975,0.0,0.0,0.0,3458760704.0,32051200.0,2220326912.0,1.95559174144e+11,0.0,0.0,0.190
15-10 03:45:58,0.0,0.013,99.987,0.0,0.0,0.0,3458752512.0,32051200.0,2220335104.0,1.95559174144e+11,0.0,0.0,0.190
15-10 03:46:00,0.0,0.013,99.987,0.0,0.0,0.0,3458752512.0,32051200.0,2220335104.0,1.95559174144e+11,0.0,0.0,0.190
15-10 03:46:02,0.0,0.0,100.0,0.0,0.0,0.0,3458752512.0,32059392.0,2220326912.0,1.95559174144e+11,0.0,0.0,0.190
15-10 03:46:04,0.013,0.013,99.975,0.0,0.0,0.0,3458744320.0,32059392.0,2220335104.0,1.95559174144e+11,0.0,0.0,0.190
15-10 03:46:06,0.0,0.025,99.975,0.0,0.0,0.0,3458744320.0,32059392.0,2220335104.0,1.95559174144e+11,0.0,0.0,0.190
15-10 03:46:08,0.0,0.025,99.975,0.0,0.0,0.0,3458744320.0,32067584.0,2220326912.0,1.95559174144e+11,0.0,0.0,0.180
15-10 03:46:10,0.0,0.013,99.987,0.0,0.0,0.0,3458736128.0,32067584.0,2220335104.0,1.95559174144e+11,0.0,0.0,0.180
15-10 03:46:12,0.0,0.0,100.0,0.0,0.0,0.0,3458736128.0,32067584.0,2220335104.0,1.95559174144e+11,0.0,0.0,0.180
15-10 03:46:14,0.0,0.013,99.987,0.0,0.0,0.0,3458736128.0,32075776.0,2220326912.0,1.95559174144e+11,0.0,0.0,0.180
15-10 03:46:16,0.0,0.025,99.975,0.0,0.0,0.0,3458326528.0,32075776.0,2220339200.0,1.95559571456e+11,0.0,0.0,0.180
15-10 03:46:18,0.0,0.013,99.987,0.0,0.0,0.0,3458318336.0,32075776.0,2220339200.0,1.95559579648e+11,0.0,0.0,0.180
15-10 03:46:20,0.0,0.013,99.987,0.0,0.0,0.0,3458445312.0,32083968.0,2220331008.0,1.95559452672e+11,0.0,0.0,0.180
15-10 03:46:22,0.0,0.013,99.987,0.0,0.0,0.0,3458437120.0,32083968.0,2220339200.0,1.95559452672e+11,0.0,0.0,0.180
15-10 03:46:24,0.0,0.0,100.0,0.0,0.0,0.0,3458428928.0,32083968.0,2220339200.0,1.95559460864e+11,0.0,0.0,0.180
15-10 03:46:26,0.0,0.025,99.975,0.0,0.0,0.0,3458424832.0,32092160.0,2220335104.0,1.95559460864e+11,0.0,0.0,0.180
15-10 03:46:28,0.0,0.013,99.987,0.0,0.0,0.0,3458416640.0,32092160.0,2220343296.0,1.95559460864e+11,0.0,0.0,0.180
15-10 03:46:30,0.0,0.013,99.987,0.0,0.0,0.0,3458416640.0,32092160.0,2220343296.0,1.95559460864e+11,0.0,0.0,0.180
15-10 03:46:32,0.0,0.012,99.988,0.0,0.0,0.0,3458416640.0,32100352.0,2220335104.0,1.95559460864e+11,0.0,0.0,0.180
15-10 03:46:34,0.0,0.013,99.987,0.0,0.0,0.0,3458408448.0,32100352.0,2220343296.0,1.95559460864e+11,0.0,0.0,0.180
15-10 03:46:36,0.0,0.013,99.987,0.0,0.0,0.0,3458408448.0,32100352.0,2220343296.0,1.95559460864e+11,0.0,0.0,0.180
15-10 03:46:38,0.0,0.025,99.975,0.0,0.0,0.0,3458408448.0,32108544.0,2220335104.0,1.95559460864e+11,0.0,0.0,0.180
15-10 03:46:40,0.0,0.013,99.987,0.0,0.0,0.0,3458400256.0,32108544.0,2220343296.0,1.95559460864e+11,0.0,0.0,0.180
15-10 03:46:42,0.0,0.013,99.987,0.0,0.0,0.0,3458400256.0,32108544.0,2220343296.0,1.95559460864e+11,0.0,0.0,0.180
15-10 03:46:44,0.0,0.013,99.987,0.0,0.0,0.0,3458400256.0,32116736.0,2220335104.0,1.95559460864e+11,0.0,0.0,0.180
15-10 03:46:46,0.0,0.013,99.987,0.0,0.0,0.0,3458392064.0,32116736.0,2220343296.0,1.95559460864e+11,0.0,0.0,0.180
15-10 03:46:48,0.0,0.012,99.988,0.0,0.0,0.0,3458392064.0,32116736.0,2220343296.0,1.95559460864e+11,0.0,0.0,0.180
15-10 03:46:50,0.0,0.0,100.0,0.0,0.0,0.0,3458392064.0,32124928.0,2220335104.0,1.95559460864e+11,0.0,0.0,0.180
15-10 03:46:52,0.0,0.013,99.987,0.0,0.0,0.0,3458383872.0,32124928.0,2220343296.0,1.95559460864e+11,0.0,0.0,0.170
15-10 03:46:54,0.0,0.013,99.987,0.0,0.0,0.0,3458383872.0,32124928.0,2220343296.0,1.95559460864e+11,0.0,0.0,0.170
15-10 03:46:56,0.0,0.025,99.975,0.0,0.0,0.0,3458383872.0,32133120.0,2220335104.0,1.95559460864e+11,0.0,0.0,0.170
15-10 03:46:58,0.0,0.0,100.0,0.0,0.0,0.0,3458375680.0,32133120.0,2220343296.0,1.95559460864e+11,0.0,0.0,0.170
15-10 03:47:00,0.0,0.013,99.987,0.0,0.0,0.0,3458375680.0,32133120.0,2220343296.0,1.95559460864e+11,0.0,0.0,0.170
15-10 03:47:02,0.0,0.013,99.987,0.0,0.0,0.0,3458375680.0,32141312.0,2220335104.0,1.95559460864e+11,0.0,0.0,0.170
15-10 03:47:04,0.0,0.013,99.987,0.0,0.0,0.0,3458367488.0,32141312.0,2220343296.0,1.95559460864e+11,0.0,0.0,0.170
15-10 03:47:06,0.013,0.013,99.975,0.0,0.0,0.0,3458367488.0,32141312.0,2220343296.0,1.95559460864e+11,0.0,0.0,0.170
15-10 03:47:08,0.0,0.025,99.975,0.0,0.0,0.0,3458367488.0,32149504.0,2220335104.0,1.95559460864e+11,0.0,0.0,0.170
15-10 03:47:10,0.0,0.013,99.987,0.0,0.0,0.0,3458359296.0,32149504.0,2220343296.0,1.95559460864e+11,0.0,0.0,0.170
15-10 03:47:12,0.0,0.013,99.987,0.0,0.0,0.0,3458359296.0,32149504.0,2220343296.0,1.95559460864e+11,0.0,0.0,0.170
15-10 03:47:14,0.0,0.0,100.0,0.0,0.0,0.0,3458359296.0,32157696.0,2220335104.0,1.95559460864e+11,0.0,0.0,0.170
15-10 03:47:16,0.0,0.025,99.975,0.0,0.0,0.0,3458351104.0,32157696.0,2220343296.0,1.95559460864e+11,0.0,0.0,0.170
15-10 03:47:18,0.0,0.013,99.987,0.0,0.0,0.0,3458351104.0,32157696.0,2220343296.0,1.95559460864e+11,0.0,0.0,0.170
15-10 03:47:20,0.0,0.013,99.987,0.0,0.0,0.0,3458351104.0,32165888.0,2220335104.0,1.95559460864e+11,0.0,0.0,0.170
15-10 03:47:22,0.0,0.0,100.0,0.0,0.0,0.0,3458342912.0,32165888.0,2220343296.0,1.95559460864e+11,0.0,0.0,0.170
15-10 03:47:24,0.0,0.012,99.988,0.0,0.0,0.0,3458342912.0,32165888.0,2220343296.0,1.95559460864e+11,0.0,0.0,0.170
15-10 03:47:26,0.0,0.025,99.975,0.0,0.0,0.0,3458342912.0,32174080.0,2220335104.0,1.95559460864e+11,0.0,0.0,0.170
15-10 03:47:28,0.0,0.013,99.987,0.0,0.0,0.0,3458334720.0,32174080.0,2220343296.0,1.95559460864e+11,0.0,0.0,0.170
15-10 03:47:30,0.0,0.0,100.0,0.0,0.0,0.0,3458334720.0,32174080.0,2220343296.0,1.95559460864e+11,0.0,0.0,0.170
15-10 03:47:32,0.0,0.013,99.987,0.0,0.0,0.0,3458334720.0,32182272.0,2220335104.0,1.95559460864e+11,0.0,0.0,0.170
15-10 03:47:34,0.0,0.013,99.987,0.0,0.0,0.0,3458326528.0,32182272.0,2220343296.0,1.95559460864e+11,0.0,0.0,0.170
15-10 03:47:36,0.0,0.025,99.975,0.0,0.0,0.0,3458326528.0,32182272.0,2220343296.0,1.95559460864e+11,0.0,0.0,0.170
15-10 03:47:38,0.0,0.025,99.975,0.0,0.0,0.0,3458326528.0,32190464.0,2220335104.0,1.95559460864e+11,0.0,0.0,0.170
15-10 03:47:40,0.0,0.013,99.987,0.0,0.0,0.0,3458314240.0,32190464.0,2220347392.0,1.95559460864e+11,0.0,0.0,0.170
15-10 03:47:42,0.0,0.013,99.987,0.0,0.0,0.0,3458314240.0,32190464.0,2220347392.0,1.95559460864e+11,0.0,0.0,0.160
15-10 03:47:44,0.0,0.0,100.0,0.0,0.0,0.0,3458314240.0,32198656.0,2220339200.0,1.95559460864e+11,0.0,0.0,0.160
15-10 03:47:46,0.0,0.025,99.975,0.0,0.0,0.0,3458433024.0,32198656.0,2220347392.0,1.95559333888e+11,0.0,0.0,0.160
15-10 03:47:48,0.0,0.0,100.0,0.0,0.0,0.0,3458433024.0,32198656.0,2220347392.0,1.95559333888e+11,0.0,0.0,0.160
15-10 03:47:50,0.0,0.013,99.987,0.0,0.0,0.0,3458433024.0,32206848.0,2220339200.0,1.95559333888e+11,0.0,0.0,0.160
15-10 03:47:52,0.0,0.013,99.987,0.0,0.0,0.0,3458424832.0,32206848.0,2220347392.0,1.95559333888e+11,0.0,0.0,0.160
15-10 03:47:54,0.0,0.012,99.988,0.0,0.0,0.0,3458424832.0,32206848.0,2220347392.0,1.95559333888e+11,0.0,0.0,0.160
15-10 03:47:56,0.0,0.025,99.975,0.0,0.0,0.0,3458424832.0,32215040.0,2220339200.0,1.95559333888e+11,0.0,0.0,0.160
15-10 03:47:58,0.0,0.013,99.987,0.0,0.0,0.0,3458416640.0,32215040.0,2220347392.0,1.95559333888e+11,0.0,0.0,0.160
15-10 03:48:00,0.0,0.0,100.0,0.0,0.0,0.0,3458416640.0,32215040.0,2220347392.0,1.95559333888e+11,0.0,0.0,0.160
15-10 03:48:02,0.0,0.013,99.987,0.0,0.0,0.0,3458416640.0,32223232.0,2220339200.0,1.95559333888e+11,0.0,0.0,0.160
15-10 03:48:04,0.0,0.013,99.987,0.0,0.0,0.0,3458408448.0,32223232.0,2220347392.0,1.95559333888e+11,0.0,0.0,0.160
15-10 03:48:06,0.0,0.025,99.975,0.0,0.0,0.0,3458408448.0,32223232.0,2220347392.0,1.95559333888e+11,0.0,0.0,0.160
15-10 03:48:08,0.0,0.025,99.975,0.0,0.0,0.0,3458408448.0,32231424.0,2220339200.0,1.95559333888e+11,0.0,0.0,0.160
15-10 03:48:10,0.0,0.0,100.0,0.0,0.0,0.0,3458400256.0,32231424.0,2220347392.0,1.95559333888e+11,0.0,0.0,0.160
15-10 03:48:12,0.0,0.012,99.988,0.0,0.0,0.0,3458400256.0,32231424.0,2220347392.0,1.95559333888e+11,0.0,0.0,0.160
15-10 03:48:14,0.0,0.013,99.987,0.0,0.0,0.0,3458400256.0,32239616.0,2220339200.0,1.95559333888e+11,0.0,0.0,0.160
15-10 03:48:16,0.0,0.025,99.975,0.0,0.0,0.0,3458392064.0,32239616.0,2220347392.0,1.95559333888e+11,0.0,0.0,0.160
15-10 03:48:18,0.0,0.0,100.0,0.0,0.0,0.0,3458392064.0,32239616.0,2220347392.0,1.95559333888e+11,0.0,0.0,0.160
15-10 03:48:20,0.0,0.013,99.987,0.0,0.0,0.0,3458392064.0,32247808.0,2220339200.0,1.95559333888e+11,0.0,0.0,0.160
15-10 03:48:22,0.0,0.013,99.987,0.0,0.0,0.0,3458383872.0,32247808.0,2220347392.0,1.95559333888e+11,0.0,0.0,0.160
15-10 03:48:24,0.0,0.013,99.987,0.0,0.0,0.0,3458383872.0,32247808.0,2220347392.0,1.95559333888e+11,0.0,0.0,0.160
15-10 03:48:26,0.0,0.013,99.987,0.0,0.0,0.0,3458383872.0,32256000.0,2220339200.0,1.95559333888e+11,0.0,0.0,0.160
15-10 03:48:28,0.0,0.013,99.987,0.0,0.0,0.0,3458375680.0,32256000.0,2220347392.0,1.95559333888e+11,0.0,0.0,0.160
15-10 03:48:30,0.0,0.013,99.987,0.0,0.0,0.0,3458375680.0,32256000.0,2220347392.0,1.95559333888e+11,0.0,0.0,0.160
15-10 03:48:32,0.0,0.013,99.987,0.0,0.0,0.0,3458375680.0,32264192.0,2220339200.0,1.95559333888e+11,0.0,0.0,0.150
15-10 03:48:34,0.0,0.013,99.987,0.0,0.0,0.0,3458367488.0,32264192.0,2220347392.0,1.95559333888e+11,0.0,0.0,0.150
15-10 03:48:36,0.0,0.013,99.987,0.0,0.0,0.0,3458367488.0,32264192.0,2220347392.0,1.95559333888e+11,0.0,0.0,0.150
15-10 03:48:38,0.0,0.025,99.975,0.0,0.0,0.0,3458367488.0,32272384.0,2220339200.0,1.95559333888e+11,0.0,0.0,0.150
15-10 03:48:40,0.0,0.013,99.987,0.0,0.0,0.0,3458359296.0,32272384.0,2220347392.0,1.95559333888e+11,0.0,0.0,0.150
15-10 03:48:42,0.0,0.013,99.987,0.0,0.0,0.0,3458359296.0,32272384.0,2220347392.0,1.95559333888e+11,0.0,0.0,0.150
15-10 03:48:44,0.0,0.013,99.987,0.0,0.0,0.0,3458359296.0,32280576.0,2220339200.0,1.95559333888e+11,0.0,0.0,0.150
15-10 03:48:46,0.0,0.013,99.987,0.0,0.0,0.0,3458351104.0,32280576.0,2220347392.0,1.95559333888e+11,0.0,0.0,0.150
15-10 03:48:48,0.0,0.013,99.987,0.0,0.0,0.0,3458351104.0,32280576.0,2220347392.0,1.95559333888e+11,0.0,0.0,0.150
15-10 03:48:50,0.0,0.013,99.987,0.0,0.0,0.0,3458351104.0,32288768.0,2220339200.0,1.95559333888e+11,0.0,0.0,0.150
15-10 03:48:52,0.0,0.013,99.987,0.0,0.0,0.0,3458338816.0,32288768.0,2220351488.0,1.95559333888e+11,0.0,0.0,0.150
15-10 03:48:54,0.0,0.0,100.0,0.0,0.0,0.0,3458338816.0,32288768.0,2220351488.0,1.95559333888e+11,0.0,0.0,0.150
15-10 03:48:56,0.0,0.025,99.975,0.0,0.0,0.0,3458338816.0,32296960.0,2220343296.0,1.95559333888e+11,0.0,0.0,0.150
15-10 03:48:58,0.0,0.012,99.988,0.0,0.0,0.0,3458330624.0,32296960.0,2220351488.0,1.95559333888e+11,0.0,0.0,0.150
15-10 03:49:00,0.0,0.013,99.987,0.0,0.0,0.0,3458330624.0,32296960.0,2220351488.0,1.95559333888e+11,0.0,0.0,0.150
15-10 03:49:02,0.0,0.0,100.0,0.0,0.0,0.0,3458330624.0,32305152.0,2220343296.0,1.95559333888e+11,0.0,0.0,0.150
15-10 03:49:04,0.0,0.025,99.975,0.0,0.0,0.0,3458322432.0,32305152.0,2220351488.0,1.95559333888e+11,0.0,0.0,0.150
15-10 03:49:06,0.0,0.013,99.987,0.0,0.0,0.0,3458322432.0,32305152.0,2220351488.0,1.95559333888e+11,0.0,0.0,0.150
15-10 03:49:08,0.0,0.037,99.963,0.0,0.0,0.0,3458322432.0,32313344.0,2220343296.0,1.95559333888e+11,0.0,0.0,0.150
15-10 03:49:10,0.0,0.0,100.0,0.0,0.0,0.0,3458314240.0,32313344.0,2220351488.0,1.95559333888e+11,0.0,0.0,0.150
15-10 03:49:12,0.0,0.025,99.975,0.0,0.0,0.0,3458314240.0,32313344.0,2220351488.0,1.95559333888e+11,0.0,0.0,0.150
15-10 03:49:14,0.0,0.013,99.987,0.0,0.0,0.0,3458314240.0,32321536.0,2220343296.0,1.95559333888e+11,0.0,0.0,0.150
15-10 03:49:16,0.013,0.013,99.975,0.0,0.0,0.0,3458306048.0,32321536.0,2220351488.0,1.95559333888e+11,0.0,0.0,0.150
15-10 03:49:18,0.0,0.013,99.987,0.0,0.0,0.0,3458306048.0,32321536.0,2220351488.0,1.95559333888e+11,0.0,0.0,0.150
15-10 03:49:20,0.0,0.025,99.975,0.0,0.0,0.0,3458306048.0,32329728.0,2220343296.0,1.95559333888e+11,0.0,0.0,0.150
15-10 03:49:22,0.0,0.012,99.988,0.0,0.0,0.0,3458297856.0,32329728.0,2220351488.0,1.95559333888e+11,0.0,0.0,0.140
15-10 03:49:24,0.0,0.0,100.0,0.0,0.0,0.0,3458297856.0,32329728.0,2220351488.0,1.95559333888e+11,0.0,0.0,0.140
15-10 03:49:26,0.0,0.025,99.975,0.0,0.0,0.0,3458297856.0,32337920.0,2220343296.0,1.95559333888e+11,0.0,0.0,0.140
15-10 03:49:28,0.0,0.025,99.975,0.0,0.0,0.0,3458289664.0,32337920.0,2220351488.0,1.95559333888e+11,0.0,0.0,0.140
15-10 03:49:30,0.0,0.013,99.987,0.0,0.0,0.0,3458289664.0,32337920.0,2220351488.0,1.95559333888e+11,0.0,0.0,0.140
15-10 03:49:32,0.0,0.013,99.987,0.0,0.0,0.0,3458289664.0,32346112.0,2220343296.0,1.95559333888e+11,0.0,0.0,0.140
15-10 03:49:34,0.0,0.013,99.987,0.0,0.0,0.0,3458281472.0,32346112.0,2220351488.0,1.95559333888e+11,0.0,0.0,0.140
15-10 03:49:36,0.0,0.013,99.987,0.0,0.0,0.0,3458281472.0,32346112.0,2220351488.0,1.95559333888e+11,0.0,0.0,0.140
15-10 03:49:38,0.0,0.025,99.975,0.0,0.0,0.0,3458281472.0,32354304.0,2220343296.0,1.95559333888e+11,0.0,0.0,0.140
15-10 03:49:40,0.0,0.013,99.987,0.0,0.0,0.0,3458273280.0,32354304.0,2220351488.0,1.95559333888e+11,0.0,0.0,0.140
15-10 03:49:42,0.0,0.013,99.987,0.0,0.0,0.0,3458273280.0,32354304.0,2220351488.0,1.95559333888e+11,0.0,0.0,0.140
15-10 03:49:44,0.0,0.025,99.975,0.0,0.0,0.0,3458273280.0,32362496.0,2220343296.0,1.95559333888e+11,0.0,0.0,0.140
15-10 03:49:46,0.0,0.013,99.987,0.0,0.0,0.0,3458375680.0,32362496.0,2220351488.0,1.95559223296e+11,0.0,0.0,0.140
15-10 03:49:48,0.0,0.012,99.988,0.0,0.0,0.0,3458248704.0,32362496.0,2220351488.0,1.95559350272e+11,0.0,0.0,0.140
15-10 03:49:50,0.0,0.013,99.987,0.0,0.0,0.0,3458248704.0,32370688.0,2220343296.0,1.95559350272e+11,0.0,0.0,0.140
15-10 03:49:52,0.0,0.012,99.988,0.0,0.0,0.0,3458240512.0,32370688.0,2220351488.0,1.95559350272e+11,0.0,0.0,0.140
15-10 03:49:54,0.0,0.013,99.987,0.0,0.0,0.0,3458240512.0,32370688.0,2220351488.0,1.95559350272e+11,0.0,0.0,0.140
15-10 03:49:56,0.0,0.025,99.975,0.0,0.0,0.0,3458240512.0,32378880.0,2220343296.0,1.95559350272e+11,0.0,0.0,0.140
15-10 03:49:58,0.0,0.013,99.987,0.0,0.0,0.0,3458359296.0,32378880.0,2220351488.0,1.95559223296e+11,0.0,0.0,0.140
15-10 03:50:00,0.0,0.013,99.987,0.0,0.0,0.0,3458359296.0,32378880.0,2220351488.0,1.95559223296e+11,0.0,0.0,0.140
15-10 03:50:02,0.0,0.013,99.987,0.0,0.0,0.0,3458359296.0,32387072.0,2220343296.0,1.95559223296e+11,0.0,0.0,0.140
15-10 03:50:04,0.0,0.0,100.0,0.0,0.0,0.0,3458347008.0,32387072.0,2220355584.0,1.95559223296e+11,0.0,0.0,0.140
15-10 03:50:06,0.0,0.025,99.975,0.0,0.0,0.0,3458338816.0,32387072.0,2220355584.0,1.95559231488e+11,0.0,0.0,0.140
15-10 03:50:08,0.0,0.037,99.963,0.0,0.0,0.0,3458338816.0,32395264.0,2220347392.0,1.95559231488e+11,0.0,0.0,0.140
